model,sentence,true_label,pred_label,error_categories,primary_category
Finistral-7B-LoRA,New York Governor Cuomo notes hospitalizations down sharply @Street_Insider $SPY,neutral,positive,numeric_guidance,numeric_guidance
Finistral-7B-LoRA,"On this day in 1994 Orange County, California filed for bankruptcy protection after interest rate swaps imploded in… https://t.co/NatWmeuiIg",neutral,negative,numeric_guidance,numeric_guidance
Finistral-7B-LoRA,RECAP 1/31 TRUMPSAYS: THE BEST IS YET TO COME! Live Breaking trading news https://t.co/yChRCoaR8v,neutral,positive,numeric_guidance;sarcasm_irony;entity_confusion,numeric_guidance
Finistral-7B-LoRA,The Big Picture: More to the good employment report than job growth $SPY $TNX-- https://t.co/w4dAzYCmAz… https://t.co/6a6tdtLR2k,neutral,positive,numeric_guidance;entity_confusion,numeric_guidance
Finistral-7B-LoRA,The MTA's 2020 resolution: bring contactless payments to all subway stations and buses by the end of the year. https://t.co/5OJSrin71m,neutral,positive,numeric_guidance,numeric_guidance
Finistral-7B-LoRA,The US has added waiters and bartenders in 112 of the past 11 7 months https://t.co/b1LS0U7EUi,neutral,positive,numeric_guidance,numeric_guidance
Finistral-7B-LoRA,"Trade war. Possible recession. Presidential election.

Here are the 3 stocks you need heading into 2020. 

https://t.co/fdcXiqwKpw",neutral,negative,numeric_guidance;conditional_hedge,numeric_guidance
Finistral-7B-LoRA,Wall Street's Finest Walk Into a $2 Trillion Mess on Saudi Aramco,neutral,negative,numeric_guidance,numeric_guidance
Finistral-7B-LoRA,"🖥️ Google new quantum computer that can perform computations in 200 seconds that otherwise would take 10,000 years https://t.co/wxZxiFnotV",neutral,positive,numeric_guidance;conditional_hedge,numeric_guidance
Finistral-7B-LoRA,Meritex Enters Dallas Market With Acquisition of Jetstar 114 Business Center,neutral,positive,numeric_guidance,numeric_guidance
Finistral-7B-LoRA,OneWater Marine raised $55.4 mln in the IPO,neutral,positive,numeric_guidance,numeric_guidance
Finistral-7B-LoRA,"PPD's stock indicated in early going to open at $30, or 11% above $27 IPO price",neutral,positive,numeric_guidance;entity_confusion,numeric_guidance
Finistral-7B-LoRA,Bayer seeks reversal of $86M Roundup cancer verdict,neutral,negative,numeric_guidance,numeric_guidance
Finistral-7B-LoRA,U.S. arrests three in alleged $722 million cryptocurrency fraud https://t.co/r7JbcAUepE https://t.co/I6DBZ4xKzB,neutral,negative,numeric_guidance,numeric_guidance
Finistral-7B-LoRA,$AMTD $SCHW - Schwab to buy TD Ameritrade in $26B all-stock deal https://t.co/eycEc0Nye9,neutral,positive,numeric_guidance;entity_confusion,numeric_guidance
Finistral-7B-LoRA,$BYND - Susquehanna holds stake in Beyond Meat https://t.co/RIuPccbwsX,neutral,positive,numeric_guidance,numeric_guidance
Finistral-7B-LoRA,"$CBS: CBS/Viacom (VIAB) expect to close merger on Wednesday, December 4th https://t.co/UuC8Oj9MAP",neutral,positive,numeric_guidance;entity_confusion,numeric_guidance
Finistral-7B-LoRA,$GATX: GATX enters into stock purchase agreement for the sale of its American Steamship Company business to Rand... https://t.co/FgdxBcYBd9,neutral,positive,numeric_guidance,numeric_guidance
Finistral-7B-LoRA,$LCII - LCI Industries lands Polyplastic https://t.co/t6omAq06sK,neutral,positive,numeric_guidance;entity_confusion,numeric_guidance
Finistral-7B-LoRA,$NVS - Novartis: Swiss Pharmaceutical Titan On Sale. https://t.co/FI5wU6MyeC #investing #markets #stocks,neutral,positive,numeric_guidance,numeric_guidance
Finistral-7B-LoRA,$RMLRF $TRYUF - Ramelius Resources to scoop up Spectrum Metals https://t.co/5gqMvy0sSS,neutral,positive,numeric_guidance;entity_confusion,numeric_guidance
Finistral-7B-LoRA,$SRNE: Sorrento Therapeutics says rejects cash acquisition proposal for between $3.00-5.00/share https://t.co/ib0vORvPPF,neutral,negative,numeric_guidance,numeric_guidance
Finistral-7B-LoRA,$TCO: Taubman Centers: Simon Property Group to acquire TCO for $52.50 per share in cash https://t.co/WbnGpQwuiR,neutral,positive,numeric_guidance;entity_confusion,numeric_guidance
Finistral-7B-LoRA,$TD $SCHW $AMTD - TD Bank to own 13% Schwab stake after Ameritrade deal https://t.co/oqmaKzAJTW,neutral,positive,numeric_guidance;entity_confusion,numeric_guidance
Finistral-7B-LoRA,"$TIF: Tiffany & Co confirms agreement to be acquired by LVMH (LVMUY) for $135/share in cash, or approximately $16.2… https://t.co/xhNzqZ8PVx",neutral,positive,numeric_guidance;entity_confusion,numeric_guidance
Finistral-7B-LoRA,AE Industrial Partners buys American Pacific from Jon M Huntsman family office,neutral,positive,numeric_guidance,numeric_guidance
Finistral-7B-LoRA,Alkermes acquires Rodin Therapeutics for up to $950M,neutral,positive,numeric_guidance,numeric_guidance
Finistral-7B-LoRA,Charles Schwab to buy TD Ameritrade in $26 billion all-stock deal https://t.co/1wEXNU4RV0,neutral,positive,numeric_guidance,numeric_guidance
Finistral-7B-LoRA,Charles Schwab to buy TD Ameritrade in $26-billion blockbuster brokerage deal,neutral,positive,numeric_guidance,numeric_guidance
Finistral-7B-LoRA,Chinese dairy giant Mengniu agrees to buy Kirin's Australian beverage unit Lion for $419 million https://t.co/O3gL3uOfY8,neutral,positive,numeric_guidance,numeric_guidance
Finistral-7B-LoRA,Chubb to buy stake in China's Huatai Insurance for $1.53 billion #economy #MarketScreener https://t.co/sUAx6evkmj https://t.co/DVUL8EMQ0t,neutral,positive,numeric_guidance,numeric_guidance
Finistral-7B-LoRA,Coty Acquires $600M Majority Stake In Kylie Jenner's Cosmetics Company,neutral,positive,numeric_guidance,numeric_guidance
Finistral-7B-LoRA,"CVC Capital said to consider strategic options for Elsan, sale could reach €3bn",neutral,positive,numeric_guidance;conditional_hedge,numeric_guidance
Finistral-7B-LoRA,Factbox: M&As in vogue for luxury retailers seeking growth,neutral,positive,numeric_guidance,numeric_guidance
Finistral-7B-LoRA,Forescout expects deal to close in Q2,neutral,positive,numeric_guidance,numeric_guidance
Finistral-7B-LoRA,Hologic to sell Cynosure aesthetics unit for net $138M,neutral,positive,numeric_guidance,numeric_guidance
Finistral-7B-LoRA,IFF Said to Near $26 Billion Deal for DuPont Nutrition Unit,neutral,positive,numeric_guidance,numeric_guidance
Finistral-7B-LoRA,LVMH nears deal to buy Tiffany for $16.3 billion https://t.co/SlI2ZpyYhH,neutral,positive,numeric_guidance,numeric_guidance
Finistral-7B-LoRA,M&A Monday: Charles Schwab to buy TD Ameritrade https://t.co/MF0tOYzLjI https://t.co/bwWCGuIzCY,neutral,positive,numeric_guidance,numeric_guidance
Finistral-7B-LoRA,Medicines : Novartis to buy U.S. biotech The Medicines Co. for $9.7 billion #Medicines #Stock #MarketScreener… https://t.co/TA05wVBHcd,neutral,positive,numeric_guidance,numeric_guidance
Finistral-7B-LoRA,"NOVARTIS : CHF0.50(REGD) Novartis To Acquire The Medicines Company For Usd 9.7 Bn, Adding ... #Novartis #Stock… https://t.co/TEgmm5XKnN",neutral,positive,numeric_guidance,numeric_guidance
Finistral-7B-LoRA,Razor maker Edgewell calls off $1.7bn plans to buy rival Harry's https://t.co/m57n68T5WK,neutral,negative,numeric_guidance,numeric_guidance
Finistral-7B-LoRA,Rexford Industrial acquires two industrial properties for $99.7M,neutral,positive,numeric_guidance,numeric_guidance
Finistral-7B-LoRA,SIX Group Offers to Buy Spanish Exchange BME for $3.1 Billion,neutral,positive,numeric_guidance;entity_confusion,numeric_guidance
Finistral-7B-LoRA,Swiss pharma company Novartis has reached a deal to purchase cholesterol drugmaker The Medicines Company for $9.7 b… https://t.co/AmTfZh6WEG,neutral,positive,numeric_guidance,numeric_guidance
Finistral-7B-LoRA,$ECONX: October Wholesale Inventories M/M -0.7% vs +0.2% https://t.co/M9gpUZQoF7 consensus https://t.co/FnLMSxNhlq,positive,negative,numeric_guidance,numeric_guidance
Finistral-7B-LoRA,"Consumer credit $18.9BN, Exp. $16BN, Last $9.6BN",positive,neutral,numeric_guidance,numeric_guidance
Finistral-7B-LoRA,Global air passenger traffic has grown at 4% YoY in 2019 ytd while air freight volumes contracted 4% over the same period: BofA,positive,neutral,numeric_guidance,numeric_guidance
Finistral-7B-LoRA,"Morgan Stanley Sees Lower Truck Capacity, Higher Rates In 2020",neutral,negative,numeric_guidance;mixed_sentiment,numeric_guidance
Finistral-7B-LoRA,Nearly 148 Million Americans Plan to Shop Super Saturday,neutral,positive,numeric_guidance,numeric_guidance
Finistral-7B-LoRA,"Retail Loans To Double To Rs 96 Lakh-Crore In Five Years, Says Crisil",neutral,positive,numeric_guidance,numeric_guidance
Finistral-7B-LoRA,$EWW $MXF $MXE - White House is pushing to get USMCA through Congress this year https://t.co/YoGu0kKCCp,neutral,positive,numeric_guidance;entity_confusion,numeric_guidance
Finistral-7B-LoRA,"95% Approval Rate in the Republican Party, a record! Thank you!",neutral,positive,numeric_guidance;sarcasm_irony,numeric_guidance
Finistral-7B-LoRA,U.S. treasury secretary to seek additional $250 billion for small business #economy #MarketScreener… https://t.co/ph3JNP4W9h,neutral,positive,numeric_guidance,numeric_guidance
Finistral-7B-LoRA,$TIF $LVMHF - Luxury sector shakeup sends investors scrambling https://t.co/IWVWNxN0hy,negative,neutral,numeric_guidance;entity_confusion,numeric_guidance
Finistral-7B-LoRA,$BOXL loading up again !!! Last month K Laser Technology reported 30.2% Stake. https://t.co/Gd2jtkHBJE,positive,neutral,numeric_guidance;sarcasm_irony,numeric_guidance
Finistral-7B-LoRA,"$TSM - Taiwan Semiconductor: Visibility May Be Limited In The Near-Term, But Long-Term Growth Outlook Is Favorable.… https://t.co/8CxDEK114Z",positive,neutral,numeric_guidance;conditional_hedge,numeric_guidance
Finistral-7B-LoRA,“It’s my biggest holding.” Mark Cuban says he has nearly $1 billion in Amazon stock. https://t.co/5OLyDMTAdb,positive,neutral,numeric_guidance;sarcasm_irony,numeric_guidance
Finistral-7B-LoRA,$ACRGF - Acreage Holdings: The Best Investment In The Cannabis Space. Subscribe to Seeking Alpha for more:… https://t.co/qmq8yM9GFa,neutral,positive,numeric_guidance,numeric_guidance
Finistral-7B-LoRA,$CEI non stop ion after-hours. $GBR deserves some attention,neutral,positive,numeric_guidance;entity_confusion,numeric_guidance
Finistral-7B-LoRA,$ES equilibrium is 3107.50-3108  Long if either open is above 3108 and goes bid above the open. Look for some resis… https://t.co/ifVCk5Vh6r,neutral,positive,numeric_guidance;conditional_hedge,numeric_guidance
Finistral-7B-LoRA,$GDP - Goodrich Petroleum Corp.: A Solid Play. https://t.co/spGL5EIBuG #stockmarket #economy #stocks,neutral,positive,numeric_guidance;entity_confusion,numeric_guidance
Finistral-7B-LoRA,"$GOOG $GOOGL - Alphabet: Flying Right To $1,700. Read more and get updates on any stock! https://t.co/cdftwzEnYJ #economy #finance #markets",neutral,positive,numeric_guidance;sarcasm_irony;entity_confusion,numeric_guidance
Finistral-7B-LoRA,$GPRO strong action.,neutral,positive,numeric_guidance,numeric_guidance
Finistral-7B-LoRA,"$HSIC 
Brought to my attention by fellow AOT member @Radim7204 !
Really liking how this one is setting up going int… https://t.co/jcQsKjL6Ok",neutral,positive,numeric_guidance;sarcasm_irony;entity_confusion,numeric_guidance
Finistral-7B-LoRA,$KRUS fresh breakout and at resistance. https://t.co/alBaL6qf4i,neutral,positive,numeric_guidance,numeric_guidance
Finistral-7B-LoRA,$LB: L Brands feeling mall-based pressure https://t.co/qdD9K6QOy9,neutral,negative,numeric_guidance,numeric_guidance
Finistral-7B-LoRA,"$NVDA $UBER - Beware The Ides Of December, Current Events Should Boost Markets Now; Sell Uber And Tesla. Get more u… https://t.co/BcYnGhPTG3",neutral,positive,numeric_guidance;conditional_hedge;entity_confusion,numeric_guidance
Finistral-7B-LoRA,"$OPGN took a big position for next week. Early this month. CVI Investments, Inc. purchased 200k shares. https://t.co/7y83Nbob1Z",neutral,positive,numeric_guidance;entity_confusion,numeric_guidance
Finistral-7B-LoRA,"$PIXY with just 1.1M shares float, if volume comes in again , the bounce could be explosive. U know how this stock works. Great entry point.",neutral,positive,numeric_guidance;conditional_hedge,numeric_guidance
Finistral-7B-LoRA,$PLUG - Plug Power Raises Some Much-Needed Cash - The Right Move At The Right Time. Read more:… https://t.co/8u9YMYHnLp,neutral,positive,numeric_guidance,numeric_guidance
Finistral-7B-LoRA,$RF - Regions Financial On Target With Its Conservative Approach. Subscribe to Seeking Alpha for more:… https://t.co/0XIItIX3aB,neutral,positive,numeric_guidance,numeric_guidance
Finistral-7B-LoRA,$SCANX: Stocks/ETFs that traded to new 52 week highs/lows this session - New highs (37) outpacing new lows (30) https://t.co/mozUwgcLn9,neutral,positive,numeric_guidance,numeric_guidance
Finistral-7B-LoRA,$SPY $IWM $TNA - Small caps aim to retake some ground https://t.co/lRTT9N8kdA,neutral,positive,numeric_guidance;entity_confusion,numeric_guidance
Finistral-7B-LoRA,$SRAX what a call !!! https://t.co/MVNBcRTTjP,neutral,positive,numeric_guidance;sarcasm_irony,numeric_guidance
Finistral-7B-LoRA,$UDIRF $UDIRY - An Acquisition Of Tele Columbus Makes Sense For United Internet AG. Follow this and any other stock… https://t.co/Ue7x1kVSlW,neutral,positive,numeric_guidance;entity_confusion,numeric_guidance
Finistral-7B-LoRA,$VZ - Verizon Communications: Featured Stock In November's Safest Dividend Yields Model Portfolio. Sign up for upda… https://t.co/Y7lMkLQQ7a,neutral,positive,numeric_guidance,numeric_guidance
Finistral-7B-LoRA,$XYL - Xylem: Headwinds To Continue Over Several Quarters. Read more and sign up for updates:… https://t.co/uD2LB5E7NG,neutral,negative,numeric_guidance,numeric_guidance
Finistral-7B-LoRA,40% YTD Return On 18 Stocks: Andersen Capital Mgmt. (Radio),neutral,positive,numeric_guidance,numeric_guidance
Finistral-7B-LoRA,Best Stocks for 2020: Energy Transfer Is Poised for an Epic Rally,neutral,positive,numeric_guidance,numeric_guidance
Finistral-7B-LoRA,Best Stocks for 2020: Housing Trend Will Boost PennyMac Financial,neutral,positive,numeric_guidance,numeric_guidance
Finistral-7B-LoRA,Can $MSFT head higher?  https://t.co/V5l6NINYrr,neutral,positive,numeric_guidance,numeric_guidance
Finistral-7B-LoRA,Congratulations to @ServiceNow on being added to the S&P 500 https://t.co/MzojJ6sPLS,neutral,positive,numeric_guidance,numeric_guidance
Finistral-7B-LoRA,"Did You Own The Decade's Best Stock? It's Up 3,743%",neutral,positive,numeric_guidance,numeric_guidance
Finistral-7B-LoRA,FOMO time we project SP 500 target 4000 before end of Bull Market,neutral,positive,numeric_guidance;entity_confusion,numeric_guidance
Finistral-7B-LoRA,Go $WKHS,neutral,positive,numeric_guidance,numeric_guidance
Finistral-7B-LoRA,Howard Bancorp (NASDAQ:HBMD) Shareholders Have Enjoyed A 54% Share Price Gain,neutral,positive,numeric_guidance,numeric_guidance
Finistral-7B-LoRA,"Macy's has shrunk to the size of Beyond Meat. It's going to get worse, technician says $M $BYND (via @TradingNation) https://t.co/h86IfyLmqy",neutral,negative,numeric_guidance,numeric_guidance
Finistral-7B-LoRA,Should You Buy Netgear on This Short-Term Guidance Miss?,neutral,negative,numeric_guidance;conditional_hedge,numeric_guidance
Finistral-7B-LoRA,"Trade Alert: The Independent Director Of Cerus Corporation (NASDAQ:CERS), Franklin Witney, Has Just Spent US$100k Buying Shares",neutral,positive,numeric_guidance;entity_confusion,numeric_guidance
Finistral-7B-LoRA,Why value stocks surged more than growth stocks in 2019,neutral,positive,numeric_guidance,numeric_guidance
Finistral-7B-LoRA,Cabot Microelectronics tanks on soft guidance,negative,positive,numeric_guidance,numeric_guidance
Finistral-7B-LoRA,"Gap ticks higher despite lowered full-year comps, which point to a bah humbug holiday quarter https://t.co/M4f8u4Zza2 $GPS",positive,negative,numeric_guidance,numeric_guidance
Finistral-7B-LoRA,"Tesla Tops $900 in Parabolic Surge, Spurring Analyst Downgrade",positive,negative,numeric_guidance;mixed_sentiment,numeric_guidance
Finistral-7B-LoRA,"$SUMRX: Gapping up/down: ABB +4%, MCHP +3%, NVO +3%, HUM +2% and CMG +1.6% after earnings, RDS.A +2% and TOL +2%... https://t.co/P30bZdswdX",neutral,positive,numeric_guidance;mixed_sentiment;entity_confusion,numeric_guidance
Finistral-7B-LoRA,"$SUMRX: Gapping up/down: DOCU +10.5%, ULTA +9%, AOBC +7%, BIG +7%, CLDR +6.5% and CRWD +5% after earnings, TTD +5%.… https://t.co/a5vlQXPdji",neutral,positive,numeric_guidance;mixed_sentiment;entity_confusion,numeric_guidance
Finistral-7B-LoRA,Shell and BG Shareholders to Vote on Deal at End of January,neutral,positive,other,other
Finistral-7B-LoRA,CompaniesHome Retail trims gains but is considered 'in play',positive,neutral,other,other
Finistral-7B-LoRA,Shell share price: Standard Life announce position against BG acquisition,negative,positive,other,other
Finistral-7B-LoRA,"Saudi Aramco, Shell plan to break up Motiva, divide up assets",negative,neutral,other,other
Finistral-7B-LoRA,"Irish Said Chasing Standard Chartered, RBS as Brexit Vote Nears",positive,neutral,other,other
Finistral-7B-LoRA,Morrisons finance chief to fill gap as CEO leaves early,negative,neutral,other,other
Finistral-7B-LoRA,EasyJet attracts more passengers in June but still lags Ryanair,positive,neutral,other,other
Finistral-7B-LoRA,Rolls-Royce to Ensure Compliance After Petrobras Bribery Report,neutral,negative,other,other
Finistral-7B-LoRA,G4S sees profits rise but UK contract problems remain,positive,neutral,other,other
Finistral-7B-LoRA,Is It Worth Investing In Tesco PLC And Prudential plc Now?,positive,neutral,other,other
Finistral-7B-LoRA,Credit Suisse poaches Prudential's Thiam for Asian push,neutral,positive,other,other
Finistral-7B-LoRA,"UPDATE 3-BP settles oil spill-related claims with Halliburton, Transocean",negative,positive,other,other
Finistral-7B-LoRA,CompaniesLSE adds ex-SEC head Schapiro to board,neutral,positive,other,other
Finistral-7B-LoRA,Salonen added that data shows producers ' pulp inventories in North America are declining . ',negative,positive,other,other
Finistral-7B-LoRA,A huge issue for us is the button placement .,neutral,negative,other,other
Finistral-7B-LoRA,"It is necessary to strengthen the company 's operations , however .",neutral,positive,other,other
Finistral-7B-LoRA,`` They want my credit card info and my personal details .,neutral,negative,other,other
Finistral-7B-LoRA,AM Best Revises Outlooks to Stable for Sublimity Insurance Company https://t.co/WPcVIMko76 https://t.co/glnxmA3iIv,neutral,positive,other,other
Finistral-7B-LoRA,Analyst: Amazon Blocking FedEx Ground Good News For UPS,neutral,positive,other,other
Finistral-7B-LoRA,Here are the best analyst calls of the week on Wall Street including Disney and a satellite play https://t.co/u9r1QPQli5,neutral,positive,other,other
Finistral-7B-LoRA,Mitek bull calls pullback 'an overreaction',neutral,positive,other,other
Finistral-7B-LoRA,T. Boone Pickens' BP Capital Adds 3 Energy Stocks to Portfolio,neutral,positive,other,other
Finistral-7B-LoRA,Buyback Backlash Begins: Fed Will Limit Buybacks & Dividends For Companies Using Its Credit Facility https://t.co/qvANL8EAGI,neutral,negative,other,other
Finistral-7B-LoRA,"In the battle of central-bank stimulus bazookas, the Fed is winning out https://t.co/dw2zb5Zi3b",neutral,positive,other,other
Finistral-7B-LoRA,Two crisis-veteran Federal Reserve officials said the central bank has plenty of room for more moves following a fl… https://t.co/8tGk3P7TPq,neutral,positive,other,other
Finistral-7B-LoRA,U.S. Fed preparing to buy new small business payroll loans: Wall Street Journal https://t.co/bKlfm9QFgB https://t.co/ZnUbuWVFFu,neutral,positive,other,other
Finistral-7B-LoRA,Bank of America sees demand surge for paycheck protection loans https://t.co/6feALqK8zN,negative,positive,other,other
Finistral-7B-LoRA,ACI Worlwide to deliver Universal Payments tech via Azure,neutral,positive,other,other
Finistral-7B-LoRA,Advent to build up hair care brand following Olaplex buyout,neutral,positive,other,other
Finistral-7B-LoRA,Alibaba to pioneer paperless listing in break with Hong Kong norm - Reuters UK,neutral,positive,other,other
Finistral-7B-LoRA,Amazon blocks third-party sellers from using FedEx shipping,neutral,negative,other,other
Finistral-7B-LoRA,Ant Financial Considers Applying for Virtual Banking License in Singapore,neutral,positive,other,other
Finistral-7B-LoRA,Apple starts construction of new campus in Texas,neutral,positive,other,other
Finistral-7B-LoRA,"Apple's redesigned maps service has rolled out across the United States, giving users more accurate navigation and... https://t.co/RxC4CXqb71",neutral,positive,other,other
Finistral-7B-LoRA,Arrow Electronics Forges New Global IoT Solutions Collaboration with Microshare Inc.,neutral,positive,other,other
Finistral-7B-LoRA,"As department stories struggle, Nordstrom makes a play in New York City",neutral,positive,other,other
Finistral-7B-LoRA,Bass Oil : Bunian-5 Testing Complete - Now Set to Commence Production #BassOil #Stock #MarketScreener… https://t.co/DmbhYHiI9T,neutral,positive,other,other
Finistral-7B-LoRA,"BHP, Woodside agree on tolling price for Scarborough gas",neutral,positive,other,other
Finistral-7B-LoRA,Boeing Maintains Supremacy Over Airbus at United Airlines Despite A321XLR Order,neutral,positive,other,other
Finistral-7B-LoRA,Canadian regulator dismisses Catalyst request for cease trade order on Hudson's take private deal,neutral,positive,other,other
Finistral-7B-LoRA,Chipotle highlights fast drive-thru lanes,neutral,positive,other,other
Finistral-7B-LoRA,"Cree, STM double silicon carbide wafer agreement",neutral,positive,other,other
Finistral-7B-LoRA,Ecolab Launches Innovative Eco-Flex™ Non-Iodine Teat Dip,neutral,positive,other,other
Finistral-7B-LoRA,"Elections boost YouGov's profile, but the company makes most of its money tracking brands and market trends https://t.co/8fp3XHBmHG",neutral,positive,other,other
Finistral-7B-LoRA,FedEx discontinues pension for new hires,neutral,negative,other,other
Finistral-7B-LoRA,Fidelity granted charter for virtual currency platform from New York state,neutral,positive,other,other
Finistral-7B-LoRA,Flynas exercises options for A321XLR jets,neutral,positive,other,other
Finistral-7B-LoRA,Ford and McDonalds are teaming up to create car parts out of coffee beans https://t.co/HZOpOUPKJh,neutral,positive,other,other
Finistral-7B-LoRA,Free Shipping Is the Key to Amazon's Success,neutral,positive,other,other
Finistral-7B-LoRA,Galp Energia : secures new renewable power purchase agreement in Spain #GalpEnergia #Stock #MarketScreener… https://t.co/3b9FxGED3y,neutral,positive,other,other
Finistral-7B-LoRA,Goldman Sachs is planning on giving some of its most valuable software to Wall Street for free. https://t.co/dn4iEluF1j,neutral,positive,other,other
Finistral-7B-LoRA,"Goldman's Marcus aims to lure home buyers, sellers to its personal loan platform",neutral,positive,other,other
Finistral-7B-LoRA,Grazitti Interactive Expands Its Presence in North America,neutral,positive,other,other
Finistral-7B-LoRA,Honda pushes back Wuhan restart timeline,neutral,negative,other,other
Finistral-7B-LoRA,Horizon Gold : Management Agreement Extended #HorizonGold #Stock #MarketScreener https://t.co/hJVXxzyv43 https://t.co/fkLqS0DRZp,neutral,positive,other,other
Finistral-7B-LoRA,"John Hussman Buys Amazon, Facebook",neutral,positive,other,other
Finistral-7B-LoRA,JPMorgan expands private credit group,neutral,positive,other,other
Finistral-7B-LoRA,Kabbage Drums Up Gig Economy Business (Podcast),neutral,positive,other,other
Finistral-7B-LoRA,Kelley Blue Book publisher on Tesla CyberTruck: 'People are going to think about this truck' https://t.co/m1VhRuLX5R https://t.co/cTHboEEJBp,neutral,positive,other,other
Finistral-7B-LoRA,Mallinckrodt loses bid to overturn adverse INOmax patent ruling,neutral,negative,other,other
Finistral-7B-LoRA,"MJardin Receives Cultivation, Processing License For Warman Facility",neutral,positive,other,other
Finistral-7B-LoRA,MTU Aero Engines : Maintenance signs exclusive CFM56-7B contract with Malaysia Airlines Berhad #MTU #Stock… https://t.co/38qwmBg0CB,neutral,positive,other,other
Finistral-7B-LoRA,Myovant conference call tomorrow on late-stage study of relugolix in prostate cancer,neutral,positive,other,other
Finistral-7B-LoRA,New Media closes Gannett combination,neutral,positive,other,other
Finistral-7B-LoRA,"Notable Insider Buys Last Week: Anthem, Discover Financial",neutral,positive,other,other
Finistral-7B-LoRA,Oakdale Resources : Guangdong achieves sustained progress in utilization of FDI #OakdaleResources #Stock… https://t.co/Y1ktrolyvu,neutral,positive,other,other
Finistral-7B-LoRA,Ontario and Quebec on board with Merck HIV meds,neutral,positive,other,other
Finistral-7B-LoRA,"ProAmpac Awarded ISO Certifications in Cincinnati and Suffolk, Va. Facilities",neutral,positive,other,other
Finistral-7B-LoRA,Procter & Gamble looks to get well in healthcare,neutral,positive,other,other
Finistral-7B-LoRA,PSA trade unions give the nod to merger with Fiat,neutral,positive,other,other
Finistral-7B-LoRA,Qualcomm CEO Says 5G 'Is a Big Deal For Us',neutral,positive,other,other
Finistral-7B-LoRA,Rocket Lab passes key milestone in quest to recover and reuse rockets like SpaceX https://t.co/3lZ0V5SJjV,neutral,positive,other,other
Finistral-7B-LoRA,Samenvatting: Daisy wint AI Company of the Year bij de Canadese FinTech & AI Awards,neutral,positive,other,other
Finistral-7B-LoRA,SHAREHOLDER UPDATE: Airtrona International Executes LOI With Canadian Based Medical Device Company.,neutral,positive,other,other
Finistral-7B-LoRA,Shutterstock launches unlimited Music plan,neutral,positive,other,other
Finistral-7B-LoRA,"So WeWork is hoping to transform into IWG which has double the revenue, 5x the members, 10x the city exposure, more… https://t.co/4Mkvur6vxJ",neutral,positive,other,other
Finistral-7B-LoRA,Standard Cognition Partners with Mars Wrigley to Help Retailers Optimize Impulse Item Sales in Autonomous Checkout… https://t.co/vWZz4yXeU3,neutral,positive,other,other
Finistral-7B-LoRA,"Sysco : Lends a Hand to the Houston Food Bank Through Financial Support, Product Donations... #Sysco #Stock… https://t.co/SMmj7Q7fUe",neutral,positive,other,other
Finistral-7B-LoRA,Tesla will top biggest battery record,neutral,positive,other,other
Finistral-7B-LoRA,TikTok takes on Facebook in US advertising push https://t.co/xvVfQHl8Uj,neutral,positive,other,other
Finistral-7B-LoRA,Total : Details Plans to Develop Waha Concessions in Libya #Total #Stock #MarketScreener https://t.co/tpVWTyuD5K https://t.co/wf7QAN9arD,neutral,positive,other,other
Finistral-7B-LoRA,Total Halts Production at Normandy Refinery After Fire,neutral,negative,other,other
Finistral-7B-LoRA,Two of three SandRidge royalty trusts lose NYSE listing,neutral,negative,other,other
Finistral-7B-LoRA,"U.S. Congress seeks answers on patient privacy in Google, Ascension cloud deal",neutral,negative,other,other
Finistral-7B-LoRA,UPDATE 1-Italian airline Alitalia's rescue in doubt as Atlantia backtracks,neutral,negative,other,other
Finistral-7B-LoRA,UPDATE 1-LivaNova to scrap mitral heart valve device as part of restructuring,neutral,negative,other,other
Finistral-7B-LoRA,UPDATE 2-Thousands of CN Rail workers hold first strike in a decade,neutral,negative,other,other
Finistral-7B-LoRA,Volkswagen talks up next-gen EV wagon,neutral,positive,other,other
Finistral-7B-LoRA,Walgreens Boots Alliance and McKesson team up in Germany,neutral,positive,other,other
Finistral-7B-LoRA,Walmart looks to get past dog days of in-house grocery delivery,neutral,positive,other,other
Finistral-7B-LoRA,Warren Buffett's Berkshire bets on a heavily shorted stock https://t.co/KGSTAcOHTL,neutral,positive,other,other
Finistral-7B-LoRA,What Top Shareholders Said in Run Up to Credit Suisse CEO Ouster,neutral,negative,other,other
Finistral-7B-LoRA,"A fire broke out overnight at Exxon's Baton Rouge oil refinery in Louisiana, halting production at the fifth-bigges… https://t.co/fo5UTOUNMB",neutral,negative,other,other
Finistral-7B-LoRA,Chefs' Warehouse floats new debt,neutral,negative,other,other
Finistral-7B-LoRA,"The bond market is looking 'overbought' even in the context of coronavirus fears, analysts say https://t.co/ALSVRYK0bD",neutral,negative,other,other
Finistral-7B-LoRA,Oil traders and sellers are looking at floating storage as they grapple with the effects of coronavirus https://t.co/dSRKUccfEB,neutral,negative,other,other
Finistral-7B-LoRA,Caution Abounds Even as Emerging Markets Ready Year-Ending Rally,negative,neutral,other,other
Finistral-7B-LoRA,Coronavirus pandemic has driven a very 'ample' market correction: former European Central Bank chief… https://t.co/dSD0FhQt36,negative,neutral,other,other
Finistral-7B-LoRA,New #IMFBlog by @GitaGopinath shows #COVID19 is already impacting the US economy with unprecedented speed and sever… https://t.co/1M3rfTmYSi,negative,neutral,other,other
